ride_id,train_name,origin_station,destination_station,departure_time_origin,day_of_week,hour_of_day,delay_at_dest
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-23 09:49:00,2,9,4
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-23 09:49:00,2,9,1
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-23 09:49:00,2,9,1
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-23 09:49:00,2,9,0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-23 09:49:00,2,9,1
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-23 09:49:00,2,9,-1
-1029224351861462659-2504230740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-23 10:09:00,2,10,4
-1029224351861462659-2504230740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-23 10:09:00,2,10,1
-1029224351861462659-2504230740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-23 10:09:00,2,10,1
-1029224351861462659-2504230740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-23 10:09:00,2,10,0
-1029224351861462659-2504230740,ICE 2570,Göttingen,Berlin Hbf,2025-04-23 10:09:00,2,10,1
-1029224351861462659-2504230740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-23 10:09:00,2,10,-1
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-23 10:37:00,2,10,1
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-23 10:37:00,2,10,1
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-23 10:37:00,2,10,0
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-23 10:37:00,2,10,1
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-23 10:37:00,2,10,-1
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-23 11:03:00,2,11,1
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-23 11:03:00,2,11,0
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-23 11:03:00,2,11,1
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-23 11:03:00,2,11,-1
-1029224351861462659-2504230740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-23 11:20:00,2,11,0
-1029224351861462659-2504230740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-23 11:20:00,2,11,1
-1029224351861462659-2504230740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-23 11:20:00,2,11,-1
-1029224351861462659-2504230740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-23 12:24:00,2,12,1
-1029224351861462659-2504230740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-23 12:24:00,2,12,-1
-1029224351861462659-2504230740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-23 12:37:00,2,12,-1
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-24 07:40:00,3,7,0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-24 07:40:00,3,7,0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-24 07:40:00,3,7,0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-24 07:40:00,3,7,0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-24 07:40:00,3,7,2
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-24 07:40:00,3,7,0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-24 07:40:00,3,7,0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-24 07:40:00,3,7,-1
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-24 09:49:00,3,9,0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-24 09:49:00,3,9,0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-24 09:49:00,3,9,0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-24 09:49:00,3,9,2
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-24 09:49:00,3,9,0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-24 09:49:00,3,9,0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-24 09:49:00,3,9,-1
-1029224351861462659-2504240740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-24 10:09:00,3,10,0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-24 10:09:00,3,10,0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-24 10:09:00,3,10,2
-1029224351861462659-2504240740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-24 10:09:00,3,10,0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Berlin Hbf,2025-04-24 10:09:00,3,10,0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-24 10:09:00,3,10,-1
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-24 10:37:00,3,10,0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-24 10:37:00,3,10,2
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-24 10:37:00,3,10,0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-24 10:37:00,3,10,0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-24 10:37:00,3,10,-1
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-24 11:03:00,3,11,2
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-24 11:03:00,3,11,0
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-24 11:03:00,3,11,0
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-24 11:03:00,3,11,-1
-1029224351861462659-2504240740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-24 11:20:00,3,11,0
-1029224351861462659-2504240740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-24 11:20:00,3,11,0
-1029224351861462659-2504240740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-24 11:20:00,3,11,-1
-1029224351861462659-2504240740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-24 12:24:00,3,12,0
-1029224351861462659-2504240740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-24 12:24:00,3,12,-1
-1029224351861462659-2504240740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-24 12:37:00,3,12,-1
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-25 07:40:00,4,7,7
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-25 07:40:00,4,7,5
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-25 07:40:00,4,7,4
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-25 07:40:00,4,7,1
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-25 07:40:00,4,7,2
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-25 07:40:00,4,7,0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-25 07:40:00,4,7,0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-25 07:40:00,4,7,-1
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-25 09:49:00,4,9,5
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-25 09:49:00,4,9,4
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-25 09:49:00,4,9,1
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-25 09:49:00,4,9,2
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-25 09:49:00,4,9,0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-25 09:49:00,4,9,0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-25 09:49:00,4,9,-1
-1029224351861462659-2504250740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-25 10:09:00,4,10,4
-1029224351861462659-2504250740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-25 10:09:00,4,10,1
-1029224351861462659-2504250740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-25 10:09:00,4,10,2
-1029224351861462659-2504250740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-25 10:09:00,4,10,0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Berlin Hbf,2025-04-25 10:09:00,4,10,0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-25 10:09:00,4,10,-1
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-25 10:37:00,4,10,1
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-25 10:37:00,4,10,2
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-25 10:37:00,4,10,0
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-25 10:37:00,4,10,0
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-25 10:37:00,4,10,-1
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-25 11:03:00,4,11,2
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-25 11:03:00,4,11,0
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-25 11:03:00,4,11,0
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-25 11:03:00,4,11,-1
-1029224351861462659-2504250740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-25 11:20:00,4,11,0
-1029224351861462659-2504250740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-25 11:20:00,4,11,0
-1029224351861462659-2504250740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-25 11:20:00,4,11,-1
-1029224351861462659-2504250740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-25 12:24:00,4,12,0
-1029224351861462659-2504250740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-25 12:24:00,4,12,-1
-1029224351861462659-2504250740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-25 12:37:00,4,12,-1
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-26 07:40:00,5,7,0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-26 07:40:00,5,7,0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-26 07:40:00,5,7,0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-26 07:40:00,5,7,1
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-26 07:40:00,5,7,0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-26 07:40:00,5,7,0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-26 07:40:00,5,7,0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-26 07:40:00,5,7,-1
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-26 09:49:00,5,9,0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-26 09:49:00,5,9,0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-26 09:49:00,5,9,1
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-26 09:49:00,5,9,0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-26 09:49:00,5,9,0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-26 09:49:00,5,9,0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-26 09:49:00,5,9,-1
-1029224351861462659-2504260740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-26 10:09:00,5,10,0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-26 10:09:00,5,10,1
-1029224351861462659-2504260740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-26 10:09:00,5,10,0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-26 10:09:00,5,10,0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Berlin Hbf,2025-04-26 10:09:00,5,10,0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-26 10:09:00,5,10,-1
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-26 10:37:00,5,10,1
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-26 10:37:00,5,10,0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-26 10:37:00,5,10,0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-26 10:37:00,5,10,0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-26 10:37:00,5,10,-1
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-26 11:03:00,5,11,0
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-26 11:03:00,5,11,0
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-26 11:03:00,5,11,0
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-26 11:03:00,5,11,-1
-1029224351861462659-2504260740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-26 11:20:00,5,11,0
-1029224351861462659-2504260740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-26 11:20:00,5,11,0
-1029224351861462659-2504260740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-26 11:20:00,5,11,-1
-1029224351861462659-2504260740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-26 12:24:00,5,12,0
-1029224351861462659-2504260740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-26 12:24:00,5,12,-1
-1029224351861462659-2504260740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-26 12:37:00,5,12,-1
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-27 07:40:00,6,7,0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-27 07:40:00,6,7,0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-27 07:40:00,6,7,0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-27 07:40:00,6,7,8
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-27 07:40:00,6,7,13
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-27 07:40:00,6,7,12
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-27 07:40:00,6,7,17
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-27 07:40:00,6,7,16
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-27 09:49:00,6,9,0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-27 09:49:00,6,9,0
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-27 09:49:00,6,9,8
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-27 09:49:00,6,9,13
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-27 09:49:00,6,9,12
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-27 09:49:00,6,9,17
-1029224351861462659-2504270740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-27 09:49:00,6,9,16
-1029224351861462659-2504270740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-27 10:09:00,6,10,0
-1029224351861462659-2504270740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-27 10:09:00,6,10,8
-1029224351861462659-2504270740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-27 10:09:00,6,10,13
-1029224351861462659-2504270740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-27 10:09:00,6,10,12
-1029224351861462659-2504270740,ICE 2570,Göttingen,Berlin Hbf,2025-04-27 10:09:00,6,10,17
-1029224351861462659-2504270740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-27 10:09:00,6,10,16
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-27 10:37:00,6,10,8
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-27 10:37:00,6,10,13
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-27 10:37:00,6,10,12
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-27 10:37:00,6,10,17
-1029224351861462659-2504270740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-27 10:37:00,6,10,16
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-27 11:03:00,6,11,13
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-27 11:03:00,6,11,12
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-27 11:03:00,6,11,17
-1029224351861462659-2504270740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-27 11:03:00,6,11,16
-1029224351861462659-2504270740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-27 11:20:00,6,11,12
-1029224351861462659-2504270740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-27 11:20:00,6,11,17
-1029224351861462659-2504270740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-27 11:20:00,6,11,16
-1029224351861462659-2504270740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-27 12:24:00,6,12,17
-1029224351861462659-2504270740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-27 12:24:00,6,12,16
-1029224351861462659-2504270740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-27 12:37:00,6,12,16
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-28 07:40:00,0,7,57
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-28 07:40:00,0,7,56
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-28 07:40:00,0,7,82
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-28 07:40:00,0,7,84
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-28 07:40:00,0,7,83
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-28 07:40:00,0,7,78
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-28 07:40:00,0,7,78
-1029224351861462659-2504280740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-28 07:40:00,0,7,77
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-28 09:49:00,0,9,56
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-28 09:49:00,0,9,82
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-28 09:49:00,0,9,84
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-28 09:49:00,0,9,83
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-28 09:49:00,0,9,78
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-28 09:49:00,0,9,78
-1029224351861462659-2504280740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-28 09:49:00,0,9,77
-1029224351861462659-2504280740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-28 10:09:00,0,10,82
-1029224351861462659-2504280740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-28 10:09:00,0,10,84
-1029224351861462659-2504280740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-28 10:09:00,0,10,83
-1029224351861462659-2504280740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-28 10:09:00,0,10,78
-1029224351861462659-2504280740,ICE 2570,Göttingen,Berlin Hbf,2025-04-28 10:09:00,0,10,78
-1029224351861462659-2504280740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-28 10:09:00,0,10,77
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-28 10:37:00,0,10,84
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-28 10:37:00,0,10,83
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-28 10:37:00,0,10,78
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-28 10:37:00,0,10,78
-1029224351861462659-2504280740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-28 10:37:00,0,10,77
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-28 11:03:00,0,11,83
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-28 11:03:00,0,11,78
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-28 11:03:00,0,11,78
-1029224351861462659-2504280740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-28 11:03:00,0,11,77
-1029224351861462659-2504280740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-28 11:20:00,0,11,78
-1029224351861462659-2504280740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-28 11:20:00,0,11,78
-1029224351861462659-2504280740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-28 11:20:00,0,11,77
-1029224351861462659-2504280740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-28 12:24:00,0,12,78
-1029224351861462659-2504280740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-28 12:24:00,0,12,77
-1029224351861462659-2504280740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-28 12:37:00,0,12,77
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-29 07:40:00,1,7,1
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-29 07:40:00,1,7,0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-29 07:40:00,1,7,0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-29 07:40:00,1,7,0
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-29 07:40:00,1,7,3
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-29 07:40:00,1,7,68
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-29 07:40:00,1,7,68
-1029224351861462659-2504290740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-29 07:40:00,1,7,67
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-29 09:49:00,1,9,0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-29 09:49:00,1,9,0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-29 09:49:00,1,9,0
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-29 09:49:00,1,9,3
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-29 09:49:00,1,9,68
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-29 09:49:00,1,9,68
-1029224351861462659-2504290740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-29 09:49:00,1,9,67
