ride_id,train_name,origin_station,destination_station,departure_time_origin,day_of_week,hour_of_day,delay_at_dest
-1029224351861462659-2504290740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-29 10:09:00,1,10,0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-29 10:09:00,1,10,0
-1029224351861462659-2504290740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-29 10:09:00,1,10,3
-1029224351861462659-2504290740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-29 10:09:00,1,10,68
-1029224351861462659-2504290740,ICE 2570,Göttingen,Berlin Hbf,2025-04-29 10:09:00,1,10,68
-1029224351861462659-2504290740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-29 10:09:00,1,10,67
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-29 10:37:00,1,10,0
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-29 10:37:00,1,10,3
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-29 10:37:00,1,10,68
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-29 10:37:00,1,10,68
-1029224351861462659-2504290740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-29 10:37:00,1,10,67
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-29 11:03:00,1,11,3
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-29 11:03:00,1,11,68
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-29 11:03:00,1,11,68
-1029224351861462659-2504290740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-29 11:03:00,1,11,67
-1029224351861462659-2504290740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-29 11:20:00,1,11,68
-1029224351861462659-2504290740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-29 11:20:00,1,11,68
-1029224351861462659-2504290740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-29 11:20:00,1,11,67
-1029224351861462659-2504290740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-29 12:24:00,1,12,68
-1029224351861462659-2504290740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-29 12:24:00,1,12,67
-1029224351861462659-2504290740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-29 12:37:00,1,12,67
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-30 07:40:00,2,7,12
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-30 07:40:00,2,7,11
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-30 07:40:00,2,7,9
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-30 07:40:00,2,7,7
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-30 07:40:00,2,7,5
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-30 07:40:00,2,7,0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-30 07:40:00,2,7,0
-1029224351861462659-2504300740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-30 07:40:00,2,7,2
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-30 09:49:00,2,9,11
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-30 09:49:00,2,9,9
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-30 09:49:00,2,9,7
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-30 09:49:00,2,9,5
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-30 09:49:00,2,9,0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-30 09:49:00,2,9,0
-1029224351861462659-2504300740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-30 09:49:00,2,9,2
-1029224351861462659-2504300740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-30 10:09:00,2,10,9
-1029224351861462659-2504300740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-30 10:09:00,2,10,7
-1029224351861462659-2504300740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-30 10:09:00,2,10,5
-1029224351861462659-2504300740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-30 10:09:00,2,10,0
-1029224351861462659-2504300740,ICE 2570,Göttingen,Berlin Hbf,2025-04-30 10:09:00,2,10,0
-1029224351861462659-2504300740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-30 10:09:00,2,10,2
-1029224351861462659-2504300740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-30 10:37:00,2,10,7
-1029224351861462659-2504300740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-30 10:37:00,2,10,5
-1029224351861462659-2504300740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-30 10:37:00,2,10,0
-1029224351861462659-2504300740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-30 10:37:00,2,10,0
-1029224351861462659-2504300740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-30 10:37:00,2,10,2
-1029224351861462659-2504300740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-30 11:03:00,2,11,5
-1029224351861462659-2504300740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-30 11:03:00,2,11,0
-1029224351861462659-2504300740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-30 11:03:00,2,11,0
-1029224351861462659-2504300740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-30 11:03:00,2,11,2
-1029224351861462659-2504300740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-30 11:20:00,2,11,0
-1029224351861462659-2504300740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-30 11:20:00,2,11,0
-1029224351861462659-2504300740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-30 11:20:00,2,11,2
-1029224351861462659-2504300740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-30 12:24:00,2,12,0
-1029224351861462659-2504300740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-30 12:24:00,2,12,2
-1029224351861462659-2504300740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-30 12:37:00,2,12,2
-105577722398962707-2504201928,ICE 2559,Berlin Ostbahnhof,Leipzig Hbf,2025-04-20 19:28:00,6,19,0
-105577722398962707-2504201928,ICE 2559,Berlin Ostbahnhof,Erfurt Hbf,2025-04-20 19:28:00,6,19,0
-105577722398962707-2504201928,ICE 2559,Berlin Ostbahnhof,Fulda,2025-04-20 19:28:00,6,19,0
-105577722398962707-2504201928,ICE 2559,Berlin Ostbahnhof,Frankfurt(Main)Hbf,2025-04-20 19:28:00,6,19,0
-105577722398962707-2504201928,ICE 2559,Berlin Ostbahnhof,Mannheim Hbf,2025-04-20 19:28:00,6,19,0
-105577722398962707-2504201928,ICE 2559,Berlin Ostbahnhof,Karlsruhe Hbf,2025-04-20 19:28:00,6,19,0
-105577722398962707-2504201928,ICE 2559,Leipzig Hbf,Erfurt Hbf,2025-04-20 21:01:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Leipzig Hbf,Fulda,2025-04-20 21:01:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Leipzig Hbf,Frankfurt(Main)Hbf,2025-04-20 21:01:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Leipzig Hbf,Mannheim Hbf,2025-04-20 21:01:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Leipzig Hbf,Karlsruhe Hbf,2025-04-20 21:01:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Erfurt Hbf,Fulda,2025-04-20 21:50:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Erfurt Hbf,Frankfurt(Main)Hbf,2025-04-20 21:50:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Erfurt Hbf,Mannheim Hbf,2025-04-20 21:50:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Erfurt Hbf,Karlsruhe Hbf,2025-04-20 21:50:00,6,21,0
-105577722398962707-2504201928,ICE 2559,Fulda,Frankfurt(Main)Hbf,2025-04-20 23:12:00,6,23,0
-105577722398962707-2504201928,ICE 2559,Fulda,Mannheim Hbf,2025-04-20 23:12:00,6,23,0
-105577722398962707-2504201928,ICE 2559,Fulda,Karlsruhe Hbf,2025-04-20 23:12:00,6,23,0
-105577722398962707-2504201928,ICE 2559,Frankfurt(Main)Hbf,Mannheim Hbf,2025-04-21 00:50:00,0,0,0
-105577722398962707-2504201928,ICE 2559,Frankfurt(Main)Hbf,Karlsruhe Hbf,2025-04-21 00:50:00,0,0,0
-105577722398962707-2504201928,ICE 2559,Mannheim Hbf,Karlsruhe Hbf,2025-04-21 01:30:00,0,1,0
-105577722398962707-2504211913,ICE 2559,Berlin Ostbahnhof,Leipzig Hbf,2025-04-21 19:13:00,0,19,0
-105577722398962707-2504211913,ICE 2559,Berlin Ostbahnhof,Erfurt Hbf,2025-04-21 19:13:00,0,19,0
-105577722398962707-2504211913,ICE 2559,Berlin Ostbahnhof,Fulda,2025-04-21 19:13:00,0,19,0
-105577722398962707-2504211913,ICE 2559,Berlin Ostbahnhof,Frankfurt(Main)Hbf,2025-04-21 19:13:00,0,19,0
-105577722398962707-2504211913,ICE 2559,Berlin Ostbahnhof,Mannheim Hbf,2025-04-21 19:13:00,0,19,0
-105577722398962707-2504211913,ICE 2559,Berlin Ostbahnhof,Karlsruhe Hbf,2025-04-21 19:13:00,0,19,0
-105577722398962707-2504211913,ICE 2559,Leipzig Hbf,Erfurt Hbf,2025-04-21 20:48:00,0,20,0
-105577722398962707-2504211913,ICE 2559,Leipzig Hbf,Fulda,2025-04-21 20:48:00,0,20,0
-105577722398962707-2504211913,ICE 2559,Leipzig Hbf,Frankfurt(Main)Hbf,2025-04-21 20:48:00,0,20,0
-105577722398962707-2504211913,ICE 2559,Leipzig Hbf,Mannheim Hbf,2025-04-21 20:48:00,0,20,0
-105577722398962707-2504211913,ICE 2559,Leipzig Hbf,Karlsruhe Hbf,2025-04-21 20:48:00,0,20,0
-105577722398962707-2504211913,ICE 2559,Erfurt Hbf,Fulda,2025-04-21 21:30:00,0,21,0
-105577722398962707-2504211913,ICE 2559,Erfurt Hbf,Frankfurt(Main)Hbf,2025-04-21 21:30:00,0,21,0
-105577722398962707-2504211913,ICE 2559,Erfurt Hbf,Mannheim Hbf,2025-04-21 21:30:00,0,21,0
-105577722398962707-2504211913,ICE 2559,Erfurt Hbf,Karlsruhe Hbf,2025-04-21 21:30:00,0,21,0
-105577722398962707-2504211913,ICE 2559,Fulda,Frankfurt(Main)Hbf,2025-04-21 22:52:00,0,22,0
-105577722398962707-2504211913,ICE 2559,Fulda,Mannheim Hbf,2025-04-21 22:52:00,0,22,0
-105577722398962707-2504211913,ICE 2559,Fulda,Karlsruhe Hbf,2025-04-21 22:52:00,0,22,0
-105577722398962707-2504211913,ICE 2559,Frankfurt(Main)Hbf,Mannheim Hbf,2025-04-22 00:50:00,1,0,0
-105577722398962707-2504211913,ICE 2559,Frankfurt(Main)Hbf,Karlsruhe Hbf,2025-04-22 00:50:00,1,0,0
-105577722398962707-2504211913,ICE 2559,Mannheim Hbf,Karlsruhe Hbf,2025-04-22 01:30:00,1,1,0
-1057492321374091038-2501011731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-01 17:31:00,2,17,2
-1057492321374091038-2501011731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-01 17:31:00,2,17,7
-1057492321374091038-2501011731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-01 17:31:00,2,17,7
-1057492321374091038-2501011731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-01 18:46:00,2,18,7
-1057492321374091038-2501011731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-01 18:46:00,2,18,7
-1057492321374091038-2501011731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-01 18:57:00,2,18,7
-1057492321374091038-2501021731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-02 17:31:00,3,17,39
-1057492321374091038-2501021731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-02 17:31:00,3,17,46
-1057492321374091038-2501021731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-02 17:31:00,3,17,35
-1057492321374091038-2501021731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-02 18:46:00,3,18,46
-1057492321374091038-2501021731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-02 18:46:00,3,18,35
-1057492321374091038-2501021731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-02 18:57:00,3,18,35
-1057492321374091038-2501031731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-03 17:31:00,4,17,2
-1057492321374091038-2501031731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-03 17:31:00,4,17,1
-1057492321374091038-2501031731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-03 17:31:00,4,17,3
-1057492321374091038-2501031731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-03 18:46:00,4,18,1
-1057492321374091038-2501031731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-03 18:46:00,4,18,3
-1057492321374091038-2501031731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-03 18:57:00,4,18,3
-1057492321374091038-2501051731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-05 17:31:00,6,17,5
-1057492321374091038-2501051731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-05 17:31:00,6,17,9
-1057492321374091038-2501051731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-05 17:31:00,6,17,0
-1057492321374091038-2501051731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-05 18:46:00,6,18,9
-1057492321374091038-2501051731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-05 18:46:00,6,18,0
-1057492321374091038-2501051731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-05 18:57:00,6,18,0
-1057492321374091038-2501061731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-06 17:31:00,0,17,0
-1057492321374091038-2501061731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-06 17:31:00,0,17,0
-1057492321374091038-2501061731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-06 17:31:00,0,17,0
-1057492321374091038-2501061731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-06 18:46:00,0,18,0
-1057492321374091038-2501061731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-06 18:46:00,0,18,0
-1057492321374091038-2501061731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-06 18:57:00,0,18,0
-1057492321374091038-2501071731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-07 17:31:00,1,17,2
-1057492321374091038-2501071731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-07 17:31:00,1,17,4
-1057492321374091038-2501071731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-07 17:31:00,1,17,8
-1057492321374091038-2501071731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-07 18:46:00,1,18,4
-1057492321374091038-2501071731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-07 18:46:00,1,18,8
-1057492321374091038-2501071731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-07 18:57:00,1,18,8
-1057492321374091038-2501081731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-08 17:31:00,2,17,4
-1057492321374091038-2501081731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-08 17:31:00,2,17,7
-1057492321374091038-2501081731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-08 17:31:00,2,17,16
-1057492321374091038-2501081731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-08 18:46:00,2,18,7
-1057492321374091038-2501081731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-08 18:46:00,2,18,16
-1057492321374091038-2501081731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-08 18:57:00,2,18,16
-1057492321374091038-2501091731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-09 17:31:00,3,17,19
-1057492321374091038-2501091731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-09 17:31:00,3,17,19
-1057492321374091038-2501091731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-09 17:31:00,3,17,10
-1057492321374091038-2501091731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-09 18:46:00,3,18,19
-1057492321374091038-2501091731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-09 18:46:00,3,18,10
-1057492321374091038-2501091731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-09 18:57:00,3,18,10
-1057492321374091038-2501101731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-10 17:31:00,4,17,4
-1057492321374091038-2501101731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-10 17:31:00,4,17,12
-1057492321374091038-2501101731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-10 17:31:00,4,17,8
-1057492321374091038-2501101731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-10 18:46:00,4,18,12
-1057492321374091038-2501101731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-10 18:46:00,4,18,8
-1057492321374091038-2501101731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-10 18:57:00,4,18,8
-1057492321374091038-2501121731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-12 17:31:00,6,17,19
-1057492321374091038-2501121731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-12 17:31:00,6,17,18
-1057492321374091038-2501121731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-12 17:31:00,6,17,12
-1057492321374091038-2501121731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-12 18:46:00,6,18,18
-1057492321374091038-2501121731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-12 18:46:00,6,18,12
-1057492321374091038-2501121731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-12 18:57:00,6,18,12
-1057492321374091038-2501131731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-13 17:31:00,0,17,25
-1057492321374091038-2501131731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-13 17:31:00,0,17,27
-1057492321374091038-2501131731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-13 17:31:00,0,17,12
-1057492321374091038-2501131731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-13 18:46:00,0,18,27
-1057492321374091038-2501131731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-13 18:46:00,0,18,12
-1057492321374091038-2501131731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-13 18:57:00,0,18,12
-1057492321374091038-2501141731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-14 17:31:00,1,17,2
-1057492321374091038-2501141731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-14 17:31:00,1,17,8
-1057492321374091038-2501141731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-14 17:31:00,1,17,5
-1057492321374091038-2501141731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-14 18:46:00,1,18,8
-1057492321374091038-2501141731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-14 18:46:00,1,18,5
-1057492321374091038-2501141731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-14 18:57:00,1,18,5
-1057492321374091038-2501151731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-15 17:31:00,2,17,124
-1057492321374091038-2501151731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-15 17:31:00,2,17,139
-1057492321374091038-2501151731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-15 17:31:00,2,17,129
-1057492321374091038-2501151731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-15 18:46:00,2,18,139
-1057492321374091038-2501151731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-15 18:46:00,2,18,129
-1057492321374091038-2501151731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-15 18:57:00,2,18,129
-1057492321374091038-2501161731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-16 17:31:00,3,17,3
-1057492321374091038-2501161731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-16 17:31:00,3,17,3
-1057492321374091038-2501161731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-16 17:31:00,3,17,1
-1057492321374091038-2501161731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-16 18:46:00,3,18,3
-1057492321374091038-2501161731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-16 18:46:00,3,18,1
-1057492321374091038-2501161731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-16 18:57:00,3,18,1
-1057492321374091038-2501171731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-17 17:31:00,4,17,8
-1057492321374091038-2501171731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-17 17:31:00,4,17,13
-1057492321374091038-2501171731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-17 17:31:00,4,17,4
-1057492321374091038-2501171731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-17 18:46:00,4,18,13
-1057492321374091038-2501171731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-17 18:46:00,4,18,4
-1057492321374091038-2501171731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-17 18:57:00,4,18,4
-1057492321374091038-2501191731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-19 17:31:00,6,17,4
-1057492321374091038-2501191731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-19 17:31:00,6,17,3
-1057492321374091038-2501191731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-19 17:31:00,6,17,0
-1057492321374091038-2501191731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-19 18:46:00,6,18,3
-1057492321374091038-2501191731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-19 18:46:00,6,18,0
-1057492321374091038-2501191731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-19 18:57:00,6,18,0
-1057492321374091038-2501201731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-20 17:31:00,0,17,5
-1057492321374091038-2501201731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-20 17:31:00,0,17,8
-1057492321374091038-2501201731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-20 17:31:00,0,17,7
-1057492321374091038-2501201731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-20 18:46:00,0,18,8
-1057492321374091038-2501201731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-20 18:46:00,0,18,7
-1057492321374091038-2501201731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-20 18:57:00,0,18,7
-1057492321374091038-2501211731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-21 17:31:00,1,17,23
-1057492321374091038-2501211731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-21 17:31:00,1,17,26
-1057492321374091038-2501211731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-21 17:31:00,1,17,22
-1057492321374091038-2501211731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-21 18:46:00,1,18,26
-1057492321374091038-2501211731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-21 18:46:00,1,18,22
-1057492321374091038-2501211731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-21 18:57:00,1,18,22
-1057492321374091038-2501221731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-22 17:31:00,2,17,3
-1057492321374091038-2501221731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-22 17:31:00,2,17,2
-1057492321374091038-2501221731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-22 17:31:00,2,17,8
-1057492321374091038-2501221731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-22 18:46:00,2,18,2
-1057492321374091038-2501221731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-22 18:46:00,2,18,8
-1057492321374091038-2501221731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-22 18:57:00,2,18,8
-1057492321374091038-2501231731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-23 17:31:00,3,17,3
-1057492321374091038-2501231731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-23 17:31:00,3,17,8
-1057492321374091038-2501231731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-23 17:31:00,3,17,14
-1057492321374091038-2501231731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-23 18:46:00,3,18,8
-1057492321374091038-2501231731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-23 18:46:00,3,18,14
-1057492321374091038-2501231731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-23 18:57:00,3,18,14
-1057492321374091038-2501241731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-24 17:31:00,4,17,15
-1057492321374091038-2501241731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-24 17:31:00,4,17,14
-1057492321374091038-2501241731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-24 17:31:00,4,17,2
-1057492321374091038-2501241731,ICE 713,Wiesbaden Hbf,Mainz Hbf,2025-01-24 18:46:00,4,18,14
-1057492321374091038-2501241731,ICE 713,Wiesbaden Hbf,Frankfurt(Main)Hbf,2025-01-24 18:46:00,4,18,2
-1057492321374091038-2501241731,ICE 713,Mainz Hbf,Frankfurt(Main)Hbf,2025-01-24 18:57:00,4,18,2
-1057492321374091038-2501261731,ICE 713,Köln Hbf,Wiesbaden Hbf,2025-01-26 17:31:00,6,17,2
-1057492321374091038-2501261731,ICE 713,Köln Hbf,Mainz Hbf,2025-01-26 17:31:00,6,17,5
-1057492321374091038-2501261731,ICE 713,Köln Hbf,Frankfurt(Main)Hbf,2025-01-26 17:31:00,6,17,2
