station,time,temp_celsius,humidity,wind_speed,weather,rain_amount,snow_amount
Berlin Gesundbrunnen,2025-01-30 23:00:00,3.53,93,3.46,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 00:00:00,3.11,94,3.56,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 01:00:00,2.04,95,3.52,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 02:00:00,2.16,95,3.52,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 03:00:00,1.09,95,3.85,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 04:00:00,1.13,93,4.2,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 05:00:00,0.87,92,4.75,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 06:00:00,1.54,90,5.92,snow,0.0,1.38
Berlin Gesundbrunnen,2025-01-31 07:00:00,1.6,94,7.1,snow,0.0,2.88
Berlin Gesundbrunnen,2025-01-31 08:00:00,2.15,94,7.34,light rain,0.75,0.0
Berlin Gesundbrunnen,2025-01-31 09:00:00,2.16,89,8.09,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 10:00:00,2.79,85,8.14,light rain,0.32,0.0
Berlin Gesundbrunnen,2025-01-31 11:00:00,3.84,82,8.42,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 12:00:00,4.84,79,8.09,light rain,0.29,0.0
Berlin Gesundbrunnen,2025-01-31 13:00:00,5.51,82,7.4,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 14:00:00,6.09,76,6.79,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 15:00:00,6.18,76,6.36,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 16:00:00,5.75,78,5.8,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 17:00:00,4.83,82,4.89,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 18:00:00,4.24,86,4.23,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 19:00:00,3.71,90,4.04,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 20:00:00,2.81,91,3.83,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 21:00:00,2.86,92,3.54,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 22:00:00,3.47,92,3.56,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-01-31 23:00:00,2.89,93,3.51,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 00:00:00,2.7,92,3.32,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 01:00:00,2.55,93,3.09,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 02:00:00,2.07,93,3.03,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 03:00:00,1.4,93,3.18,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 04:00:00,1.88,95,2.94,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 05:00:00,2.46,95,3.14,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 06:00:00,1.93,95,2.96,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 07:00:00,2.24,95,2.95,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 08:00:00,2.16,95,2.86,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 09:00:00,2.31,95,2.65,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 10:00:00,2.26,91,2.78,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 11:00:00,3.33,86,2.81,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 12:00:00,3.49,81,2.71,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 13:00:00,4.51,77,2.86,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 14:00:00,4.91,74,2.91,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 15:00:00,4.48,74,2.52,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 16:00:00,2.97,81,1.84,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 17:00:00,2.15,86,1.55,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 18:00:00,1.51,87,1.44,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 19:00:00,0.61,91,1.88,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 20:00:00,0.57,92,1.76,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 21:00:00,0.53,93,2.0,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 22:00:00,0.34,94,1.93,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-01 23:00:00,0.22,94,1.67,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 00:00:00,0.14,94,1.49,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 01:00:00,0.02,95,1.86,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 02:00:00,-0.33,95,1.78,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 03:00:00,-0.61,94,1.49,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 04:00:00,-0.9,94,1.39,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 05:00:00,-1.05,94,1.22,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 06:00:00,-1.4,94,1.48,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 07:00:00,-1.95,93,1.71,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 08:00:00,-2.21,92,1.97,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 09:00:00,-2.7,89,1.82,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 10:00:00,-3.29,83,1.89,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 11:00:00,-2.29,76,1.79,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 12:00:00,-1.24,71,1.82,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 13:00:00,0.01,69,1.96,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 14:00:00,1.11,67,1.75,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 15:00:00,2.81,68,1.21,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 16:00:00,1.54,75,1.14,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 17:00:00,-0.1,79,1.18,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 18:00:00,-1.12,81,1.28,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 19:00:00,-1.11,81,1.26,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 20:00:00,-0.76,82,1.44,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 21:00:00,-0.97,82,1.9,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 22:00:00,-1.2,83,1.91,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-02 23:00:00,-1.64,86,1.91,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 00:00:00,-3.09,99,1.7,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 01:00:00,-3.23,99,1.94,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 02:00:00,-3.34,99,2.22,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 03:00:00,-3.32,99,2.42,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 04:00:00,-3.44,99,1.96,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 05:00:00,-3.43,99,2.29,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 06:00:00,-3.48,99,2.48,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 07:00:00,-3.67,99,2.68,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 08:00:00,-4.07,99,2.32,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 09:00:00,-3.24,99,2.54,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 10:00:00,-1.88,79,3.41,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 11:00:00,-0.54,74,3.55,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 12:00:00,0.68,69,3.8,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 13:00:00,1.92,67,3.77,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 14:00:00,2.66,66,3.49,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 15:00:00,3.13,67,2.82,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 16:00:00,2.54,72,2.26,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 17:00:00,1.43,76,2.04,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 18:00:00,-0.14,77,2.36,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 19:00:00,-0.86,80,2.57,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 20:00:00,-2.54,99,2.89,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 21:00:00,-1.8,83,2.9,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 22:00:00,-2.79,99,3.06,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-03 23:00:00,-2.99,99,3.17,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 00:00:00,-3.19,99,3.17,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 01:00:00,-2.79,99,3.02,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 02:00:00,-2.82,99,2.99,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 03:00:00,-2.59,99,2.97,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 04:00:00,-3.15,99,3.04,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 05:00:00,-2.98,99,2.98,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 06:00:00,-3.52,99,3.32,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 07:00:00,-3.67,99,3.25,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 08:00:00,-3.66,99,3.44,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 09:00:00,-1.22,87,3.71,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 10:00:00,-0.83,79,4.04,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 11:00:00,0.23,74,4.78,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 12:00:00,1.7,71,5.15,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 13:00:00,1.21,69,5.31,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 14:00:00,1.93,70,5.17,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 15:00:00,1.92,75,4.51,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 16:00:00,1.68,80,4.28,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 17:00:00,1.55,89,3.74,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 18:00:00,1.56,92,3.8,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 19:00:00,1.32,89,4.03,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 20:00:00,1.97,92,4.16,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 21:00:00,2.37,93,4.31,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 22:00:00,2.47,93,4.31,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-04 23:00:00,2.38,93,4.37,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 00:00:00,2.3,93,4.68,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 01:00:00,2.54,92,4.92,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 02:00:00,2.19,87,5.14,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 03:00:00,1.86,82,5.13,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 04:00:00,0.96,79,5.26,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 05:00:00,1.0,79,5.5,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 06:00:00,0.99,84,5.27,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 07:00:00,0.96,91,5.06,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 08:00:00,1.63,93,5.13,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 09:00:00,2.34,93,5.32,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 10:00:00,3.02,89,5.04,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 11:00:00,3.85,87,5.53,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 12:00:00,4.83,87,5.99,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 13:00:00,5.64,81,6.27,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 14:00:00,6.12,78,5.4,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 15:00:00,7.39,76,4.45,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 16:00:00,7.27,83,3.21,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 17:00:00,5.71,90,3.68,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 18:00:00,3.7,93,3.66,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 19:00:00,2.97,97,3.68,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 20:00:00,2.94,98,3.45,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 21:00:00,2.24,98,2.99,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 22:00:00,2.23,97,2.85,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-05 23:00:00,2.97,97,2.73,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 00:00:00,3.06,96,2.64,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 01:00:00,3.03,96,2.47,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 02:00:00,3.37,96,2.52,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 03:00:00,2.99,96,2.53,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 04:00:00,3.29,95,2.54,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 05:00:00,3.41,95,2.46,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 06:00:00,3.23,95,2.4,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 07:00:00,3.53,96,2.52,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 08:00:00,3.6,96,2.75,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 09:00:00,3.49,96,2.74,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 10:00:00,3.44,90,2.29,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 11:00:00,3.5,82,3.42,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 12:00:00,4.14,73,4.04,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 13:00:00,4.08,69,4.09,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 14:00:00,4.57,68,3.73,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 15:00:00,4.6,70,3.52,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 16:00:00,4.42,78,3.31,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 17:00:00,3.57,88,3.19,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 18:00:00,2.69,91,3.13,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 19:00:00,2.76,95,3.34,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 20:00:00,2.71,96,3.86,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 21:00:00,2.59,96,4.33,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 22:00:00,2.57,95,4.32,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-06 23:00:00,2.64,95,4.32,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 00:00:00,2.57,96,4.55,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 01:00:00,2.57,96,4.67,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 02:00:00,2.69,93,5.34,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 03:00:00,2.69,87,6.21,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 04:00:00,2.55,83,6.56,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 05:00:00,2.49,81,6.96,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 06:00:00,2.0,86,5.48,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 07:00:00,1.99,91,5.21,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 08:00:00,2.34,94,5.44,clear sky,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 09:00:00,2.64,93,5.97,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 10:00:00,2.51,90,6.34,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 11:00:00,2.69,85,7.23,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 12:00:00,2.91,80,7.59,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 13:00:00,3.66,82,6.51,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 14:00:00,3.57,79,6.44,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 15:00:00,3.12,75,7.43,light rain,0.87,0.0
Berlin Gesundbrunnen,2025-02-07 16:00:00,2.98,75,7.15,light rain,0.35,0.0
Berlin Gesundbrunnen,2025-02-07 17:00:00,2.8,78,6.17,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 18:00:00,2.7,77,5.92,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 19:00:00,2.14,81,5.32,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 20:00:00,1.8,79,5.55,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 21:00:00,1.53,81,5.65,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 22:00:00,1.1,88,6.53,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-07 23:00:00,1.25,92,7.15,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 00:00:00,1.54,79,7.66,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 01:00:00,1.54,79,5.98,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 02:00:00,0.71,84,6.26,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 03:00:00,0.12,83,6.56,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 04:00:00,-0.2,84,6.51,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 05:00:00,-0.91,84,6.35,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 06:00:00,-0.82,85,6.13,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 07:00:00,-0.55,89,5.91,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 08:00:00,-0.34,88,5.64,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 09:00:00,-0.34,85,5.85,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 10:00:00,0.02,79,6.28,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 11:00:00,0.75,74,6.17,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 12:00:00,1.65,70,6.2,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 13:00:00,2.52,70,6.19,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 14:00:00,2.77,68,6.02,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 15:00:00,2.87,70,4.87,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 16:00:00,2.85,73,4.95,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 17:00:00,2.33,79,4.07,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 18:00:00,1.57,85,3.44,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 19:00:00,0.7,87,3.48,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 20:00:00,0.77,88,3.37,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 21:00:00,0.85,89,3.08,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 22:00:00,0.14,89,2.84,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-08 23:00:00,0.25,88,2.83,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 00:00:00,0.19,87,3.04,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 01:00:00,-0.05,87,3.21,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 02:00:00,-0.05,88,3.12,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 03:00:00,-0.06,87,3.26,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 04:00:00,0.01,87,3.34,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 05:00:00,-0.84,86,3.49,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 06:00:00,-0.72,85,3.59,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 07:00:00,-0.72,83,3.81,light snow,0.0,0.15
Berlin Gesundbrunnen,2025-02-09 08:00:00,-1.31,82,3.71,light snow,0.0,0.13
Berlin Gesundbrunnen,2025-02-09 09:00:00,-1.14,79,3.63,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 10:00:00,0.06,74,4.14,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 11:00:00,1.61,69,5.0,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 12:00:00,2.11,67,5.52,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 13:00:00,3.03,67,5.92,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 14:00:00,3.51,69,6.24,few clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 15:00:00,3.51,75,5.9,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 16:00:00,2.86,80,5.85,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 17:00:00,2.55,85,5.78,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 18:00:00,2.44,88,5.66,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 19:00:00,2.56,88,6.38,scattered clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 20:00:00,2.57,87,6.47,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 21:00:00,2.49,87,6.51,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 22:00:00,2.54,86,6.73,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-09 23:00:00,2.44,87,6.78,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 00:00:00,2.34,86,6.98,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 01:00:00,2.39,85,7.31,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 02:00:00,1.99,85,7.47,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 03:00:00,1.92,90,7.69,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 04:00:00,1.92,97,7.06,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 05:00:00,1.86,97,7.07,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 06:00:00,1.79,95,7.13,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 07:00:00,1.73,83,7.59,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 08:00:00,1.55,83,7.62,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 09:00:00,1.96,82,7.62,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 10:00:00,1.8,79,7.53,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 11:00:00,2.27,75,7.33,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 12:00:00,2.64,72,7.4,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 13:00:00,3.42,70,7.44,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 14:00:00,2.95,67,7.45,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 15:00:00,2.98,66,7.46,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 16:00:00,2.68,66,7.5,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 17:00:00,2.48,68,7.17,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 18:00:00,1.78,69,7.11,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 19:00:00,1.09,69,7.11,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 20:00:00,1.04,68,7.15,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 21:00:00,0.72,66,7.39,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 22:00:00,0.36,65,7.83,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-10 23:00:00,0.08,63,7.91,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-11 00:00:00,0.01,60,7.77,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-11 01:00:00,0.01,60,7.8,overcast clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-11 02:00:00,-0.35,58,7.67,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-11 03:00:00,-0.91,58,7.4,broken clouds,0.0,0.0
Berlin Gesundbrunnen,2025-02-11 04:00:00,-1.2,57,7.66,scattered clouds,0.0,0.0
