ride_id,train_name,station,destination_station,departure_time_origin,day_of_week,hour_of_day,delay_at_dest,time_hour,time,temp_celsius,humidity,wind_speed,weather,rain_amount,snow_amount
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-23 11:03:00,2,11,-1,2025-04-23 11:00:00,2025-04-23 11:00:00,15.53,71.0,2.24,few clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-23 11:20:00,2,11,0,2025-04-23 11:00:00,2025-04-23 11:00:00,15.44,77.0,2.88,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-23 11:20:00,2,11,1,2025-04-23 11:00:00,2025-04-23 11:00:00,15.44,77.0,2.88,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-23 11:20:00,2,11,-1,2025-04-23 11:00:00,2025-04-23 11:00:00,15.44,77.0,2.88,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-23 12:24:00,2,12,1,2025-04-23 12:00:00,2025-04-23 12:00:00,14.82,81.0,2.61,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-23 12:24:00,2,12,-1,2025-04-23 12:00:00,2025-04-23 12:00:00,14.82,81.0,2.61,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-23 12:37:00,2,12,-1,2025-04-23 12:00:00,2025-04-23 12:00:00,14.82,81.0,2.61,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-24 07:40:00,3,7,0,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-24 07:40:00,3,7,0,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-24 07:40:00,3,7,0,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-24 07:40:00,3,7,0,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-24 07:40:00,3,7,2,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-24 07:40:00,3,7,0,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-24 07:40:00,3,7,0,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-24 07:40:00,3,7,-1,2025-04-24 07:00:00,2025-04-24 07:00:00,9.52,95.0,3.6,shower rain,3.65,0.0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-24 09:49:00,3,9,0,2025-04-24 09:00:00,2025-04-24 09:00:00,10.72,100.0,1.54,mist,0.18,0.0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-24 09:49:00,3,9,0,2025-04-24 09:00:00,2025-04-24 09:00:00,10.72,100.0,1.54,mist,0.18,0.0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-24 09:49:00,3,9,0,2025-04-24 09:00:00,2025-04-24 09:00:00,10.72,100.0,1.54,mist,0.18,0.0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-24 09:49:00,3,9,2,2025-04-24 09:00:00,2025-04-24 09:00:00,10.72,100.0,1.54,mist,0.18,0.0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-24 09:49:00,3,9,0,2025-04-24 09:00:00,2025-04-24 09:00:00,10.72,100.0,1.54,mist,0.18,0.0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-24 09:49:00,3,9,0,2025-04-24 09:00:00,2025-04-24 09:00:00,10.72,100.0,1.54,mist,0.18,0.0
-1029224351861462659-2504240740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-24 09:49:00,3,9,-1,2025-04-24 09:00:00,2025-04-24 09:00:00,10.72,100.0,1.54,mist,0.18,0.0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-24 10:09:00,3,10,0,2025-04-24 10:00:00,2025-04-24 10:00:00,12.67,83.0,1.56,light rain,0.13,0.0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-24 10:09:00,3,10,0,2025-04-24 10:00:00,2025-04-24 10:00:00,12.67,83.0,1.56,light rain,0.13,0.0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-24 10:09:00,3,10,2,2025-04-24 10:00:00,2025-04-24 10:00:00,12.67,83.0,1.56,light rain,0.13,0.0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-24 10:09:00,3,10,0,2025-04-24 10:00:00,2025-04-24 10:00:00,12.67,83.0,1.56,light rain,0.13,0.0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Berlin Hbf,2025-04-24 10:09:00,3,10,0,2025-04-24 10:00:00,2025-04-24 10:00:00,12.67,83.0,1.56,light rain,0.13,0.0
-1029224351861462659-2504240740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-24 10:09:00,3,10,-1,2025-04-24 10:00:00,2025-04-24 10:00:00,12.67,83.0,1.56,light rain,0.13,0.0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-24 10:37:00,3,10,0,2025-04-24 10:00:00,2025-04-24 10:00:00,12.14,83.0,5.12,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-24 10:37:00,3,10,2,2025-04-24 10:00:00,2025-04-24 10:00:00,12.14,83.0,5.12,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-24 10:37:00,3,10,0,2025-04-24 10:00:00,2025-04-24 10:00:00,12.14,83.0,5.12,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-24 10:37:00,3,10,0,2025-04-24 10:00:00,2025-04-24 10:00:00,12.14,83.0,5.12,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-24 10:37:00,3,10,-1,2025-04-24 10:00:00,2025-04-24 10:00:00,12.14,83.0,5.12,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-24 11:03:00,3,11,2,2025-04-24 11:00:00,2025-04-24 11:00:00,12.47,64.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-24 11:03:00,3,11,0,2025-04-24 11:00:00,2025-04-24 11:00:00,12.47,64.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-24 11:03:00,3,11,0,2025-04-24 11:00:00,2025-04-24 11:00:00,12.47,64.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-24 11:03:00,3,11,-1,2025-04-24 11:00:00,2025-04-24 11:00:00,12.47,64.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-24 11:20:00,3,11,0,2025-04-24 11:00:00,2025-04-24 11:00:00,12.99,71.0,4.23,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-24 11:20:00,3,11,0,2025-04-24 11:00:00,2025-04-24 11:00:00,12.99,71.0,4.23,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-24 11:20:00,3,11,-1,2025-04-24 11:00:00,2025-04-24 11:00:00,12.99,71.0,4.23,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-24 12:24:00,3,12,0,2025-04-24 12:00:00,2025-04-24 12:00:00,14.82,70.0,4.82,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-24 12:24:00,3,12,-1,2025-04-24 12:00:00,2025-04-24 12:00:00,14.82,70.0,4.82,overcast clouds,0.0,0.0
-1029224351861462659-2504240740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-24 12:37:00,3,12,-1,2025-04-24 12:00:00,2025-04-24 12:00:00,14.82,70.0,4.82,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-25 07:40:00,4,7,7,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-25 07:40:00,4,7,5,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-25 07:40:00,4,7,4,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-25 07:40:00,4,7,1,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-25 07:40:00,4,7,2,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-25 07:40:00,4,7,0,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-25 07:40:00,4,7,0,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-25 07:40:00,4,7,-1,2025-04-25 07:00:00,2025-04-25 07:00:00,10.14,94.0,4.63,light intensity shower rain,1.15,0.0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-25 09:49:00,4,9,5,2025-04-25 09:00:00,2025-04-25 09:00:00,9.72,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-25 09:49:00,4,9,4,2025-04-25 09:00:00,2025-04-25 09:00:00,9.72,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-25 09:49:00,4,9,1,2025-04-25 09:00:00,2025-04-25 09:00:00,9.72,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-25 09:49:00,4,9,2,2025-04-25 09:00:00,2025-04-25 09:00:00,9.72,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-25 09:49:00,4,9,0,2025-04-25 09:00:00,2025-04-25 09:00:00,9.72,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-25 09:49:00,4,9,0,2025-04-25 09:00:00,2025-04-25 09:00:00,9.72,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-25 09:49:00,4,9,-1,2025-04-25 09:00:00,2025-04-25 09:00:00,9.72,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-25 10:09:00,4,10,4,2025-04-25 10:00:00,2025-04-25 10:00:00,8.66,83.0,4.47,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-25 10:09:00,4,10,1,2025-04-25 10:00:00,2025-04-25 10:00:00,8.66,83.0,4.47,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-25 10:09:00,4,10,2,2025-04-25 10:00:00,2025-04-25 10:00:00,8.66,83.0,4.47,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-25 10:09:00,4,10,0,2025-04-25 10:00:00,2025-04-25 10:00:00,8.66,83.0,4.47,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Berlin Hbf,2025-04-25 10:09:00,4,10,0,2025-04-25 10:00:00,2025-04-25 10:00:00,8.66,83.0,4.47,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-25 10:09:00,4,10,-1,2025-04-25 10:00:00,2025-04-25 10:00:00,8.66,83.0,4.47,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-25 10:37:00,4,10,1,2025-04-25 10:00:00,2025-04-25 10:00:00,9.35,90.0,3.35,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-25 10:37:00,4,10,2,2025-04-25 10:00:00,2025-04-25 10:00:00,9.35,90.0,3.35,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-25 10:37:00,4,10,0,2025-04-25 10:00:00,2025-04-25 10:00:00,9.35,90.0,3.35,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-25 10:37:00,4,10,0,2025-04-25 10:00:00,2025-04-25 10:00:00,9.35,90.0,3.35,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-25 10:37:00,4,10,-1,2025-04-25 10:00:00,2025-04-25 10:00:00,9.35,90.0,3.35,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-25 11:03:00,4,11,2,2025-04-25 11:00:00,2025-04-25 11:00:00,9.23,77.0,2.06,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-25 11:03:00,4,11,0,2025-04-25 11:00:00,2025-04-25 11:00:00,9.23,77.0,2.06,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-25 11:03:00,4,11,0,2025-04-25 11:00:00,2025-04-25 11:00:00,9.23,77.0,2.06,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-25 11:03:00,4,11,-1,2025-04-25 11:00:00,2025-04-25 11:00:00,9.23,77.0,2.06,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-25 11:20:00,4,11,0,2025-04-25 11:00:00,2025-04-25 11:00:00,9.75,84.0,3.41,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-25 11:20:00,4,11,0,2025-04-25 11:00:00,2025-04-25 11:00:00,9.75,84.0,3.41,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-25 11:20:00,4,11,-1,2025-04-25 11:00:00,2025-04-25 11:00:00,9.75,84.0,3.41,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-25 12:24:00,4,12,0,2025-04-25 12:00:00,2025-04-25 12:00:00,12.6,77.0,3.86,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-25 12:24:00,4,12,-1,2025-04-25 12:00:00,2025-04-25 12:00:00,12.6,77.0,3.86,overcast clouds,0.0,0.0
-1029224351861462659-2504250740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-25 12:37:00,4,12,-1,2025-04-25 12:00:00,2025-04-25 12:00:00,12.6,77.0,3.86,overcast clouds,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-26 07:40:00,5,7,0,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-26 07:40:00,5,7,0,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-26 07:40:00,5,7,0,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-26 07:40:00,5,7,1,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-26 07:40:00,5,7,0,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-26 07:40:00,5,7,0,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-26 07:40:00,5,7,0,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-26 07:40:00,5,7,-1,2025-04-26 07:00:00,2025-04-26 07:00:00,7.62,90.0,3.6,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-26 09:49:00,5,9,0,2025-04-26 09:00:00,2025-04-26 09:00:00,5.72,100.0,1.54,fog,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-26 09:49:00,5,9,0,2025-04-26 09:00:00,2025-04-26 09:00:00,5.72,100.0,1.54,fog,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-26 09:49:00,5,9,1,2025-04-26 09:00:00,2025-04-26 09:00:00,5.72,100.0,1.54,fog,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-26 09:49:00,5,9,0,2025-04-26 09:00:00,2025-04-26 09:00:00,5.72,100.0,1.54,fog,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-26 09:49:00,5,9,0,2025-04-26 09:00:00,2025-04-26 09:00:00,5.72,100.0,1.54,fog,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-26 09:49:00,5,9,0,2025-04-26 09:00:00,2025-04-26 09:00:00,5.72,100.0,1.54,fog,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-26 09:49:00,5,9,-1,2025-04-26 09:00:00,2025-04-26 09:00:00,5.72,100.0,1.54,fog,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-26 10:09:00,5,10,0,2025-04-26 10:00:00,2025-04-26 10:00:00,12.3,79.0,3.04,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-26 10:09:00,5,10,1,2025-04-26 10:00:00,2025-04-26 10:00:00,12.3,79.0,3.04,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-26 10:09:00,5,10,0,2025-04-26 10:00:00,2025-04-26 10:00:00,12.3,79.0,3.04,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-26 10:09:00,5,10,0,2025-04-26 10:00:00,2025-04-26 10:00:00,12.3,79.0,3.04,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Berlin Hbf,2025-04-26 10:09:00,5,10,0,2025-04-26 10:00:00,2025-04-26 10:00:00,12.3,79.0,3.04,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-26 10:09:00,5,10,-1,2025-04-26 10:00:00,2025-04-26 10:00:00,12.3,79.0,3.04,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-26 10:37:00,5,10,1,2025-04-26 10:00:00,2025-04-26 10:00:00,12.69,68.0,3.63,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-26 10:37:00,5,10,0,2025-04-26 10:00:00,2025-04-26 10:00:00,12.69,68.0,3.63,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-26 10:37:00,5,10,0,2025-04-26 10:00:00,2025-04-26 10:00:00,12.69,68.0,3.63,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-26 10:37:00,5,10,0,2025-04-26 10:00:00,2025-04-26 10:00:00,12.69,68.0,3.63,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-26 10:37:00,5,10,-1,2025-04-26 10:00:00,2025-04-26 10:00:00,12.69,68.0,3.63,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-26 11:03:00,5,11,0,2025-04-26 11:00:00,2025-04-26 11:00:00,13.4,68.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-26 11:03:00,5,11,0,2025-04-26 11:00:00,2025-04-26 11:00:00,13.4,68.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-26 11:03:00,5,11,0,2025-04-26 11:00:00,2025-04-26 11:00:00,13.4,68.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-26 11:03:00,5,11,-1,2025-04-26 11:00:00,2025-04-26 11:00:00,13.4,68.0,3.13,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-26 11:20:00,5,11,0,2025-04-26 11:00:00,2025-04-26 11:00:00,12.71,64.0,3.96,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-26 11:20:00,5,11,0,2025-04-26 11:00:00,2025-04-26 11:00:00,12.71,64.0,3.96,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-26 11:20:00,5,11,-1,2025-04-26 11:00:00,2025-04-26 11:00:00,12.71,64.0,3.96,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-26 12:24:00,5,12,0,2025-04-26 12:00:00,2025-04-26 12:00:00,17.71,53.0,4.15,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-26 12:24:00,5,12,-1,2025-04-26 12:00:00,2025-04-26 12:00:00,17.71,53.0,4.15,clear sky,0.0,0.0
-1029224351861462659-2504260740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-26 12:37:00,5,12,-1,2025-04-26 12:00:00,2025-04-26 12:00:00,17.71,53.0,4.15,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-27 07:40:00,6,7,0,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-27 07:40:00,6,7,0,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-27 07:40:00,6,7,0,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-27 07:40:00,6,7,8,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-27 07:40:00,6,7,13,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
-1029224351861462659-2504270740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-27 07:40:00,6,7,12,2025-04-27 07:00:00,2025-04-27 07:00:00,8.56,74.0,4.63,clear sky,0.0,0.0
