ride_id,train_name,station,destination_station,departure_time_origin,day_of_week,hour_of_day,delay_at_dest,time_hour,time,temp_celsius,humidity,wind_speed,weather,rain_amount,snow_amount
-1029224351861462659-2504200740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-20 10:09:00,6,10,0,2025-04-20 10:00:00,2025-04-20 10:00:00,12.37,74.0,0.93,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-20 10:09:00,6,10,0,2025-04-20 10:00:00,2025-04-20 10:00:00,12.37,74.0,0.93,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-20 10:09:00,6,10,3,2025-04-20 10:00:00,2025-04-20 10:00:00,12.37,74.0,0.93,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Göttingen,Berlin Hbf,2025-04-20 10:09:00,6,10,0,2025-04-20 10:00:00,2025-04-20 10:00:00,12.37,74.0,0.93,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Göttingen,Berlin Ostbahnhof,2025-04-20 10:09:00,6,10,-1,2025-04-20 10:00:00,2025-04-20 10:00:00,12.37,74.0,0.93,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-20 10:37:00,6,10,0,2025-04-20 10:00:00,2025-04-20 10:00:00,10.54,78.0,1.27,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-20 10:37:00,6,10,0,2025-04-20 10:00:00,2025-04-20 10:00:00,10.54,78.0,1.27,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-20 10:37:00,6,10,3,2025-04-20 10:00:00,2025-04-20 10:00:00,10.54,78.0,1.27,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-20 10:37:00,6,10,0,2025-04-20 10:00:00,2025-04-20 10:00:00,10.54,78.0,1.27,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Hildesheim Hbf,Berlin Ostbahnhof,2025-04-20 10:37:00,6,10,-1,2025-04-20 10:00:00,2025-04-20 10:00:00,10.54,78.0,1.27,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-20 11:03:00,6,11,0,2025-04-20 11:00:00,2025-04-20 11:00:00,13.89,67.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-20 11:03:00,6,11,3,2025-04-20 11:00:00,2025-04-20 11:00:00,13.89,67.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-20 11:03:00,6,11,0,2025-04-20 11:00:00,2025-04-20 11:00:00,13.89,67.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Braunschweig Hbf,Berlin Ostbahnhof,2025-04-20 11:03:00,6,11,-1,2025-04-20 11:00:00,2025-04-20 11:00:00,13.89,67.0,2.06,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-20 11:20:00,6,11,3,2025-04-20 11:00:00,2025-04-20 11:00:00,13.27,77.0,1.83,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-20 11:20:00,6,11,0,2025-04-20 11:00:00,2025-04-20 11:00:00,13.27,77.0,1.83,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Wolfsburg Hbf,Berlin Ostbahnhof,2025-04-20 11:20:00,6,11,-1,2025-04-20 11:00:00,2025-04-20 11:00:00,13.27,77.0,1.83,clear sky,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-20 12:18:00,6,12,0,2025-04-20 12:00:00,2025-04-20 12:00:00,8.71,87.0,4.49,few clouds,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Berlin-Spandau,Berlin Ostbahnhof,2025-04-20 12:18:00,6,12,-1,2025-04-20 12:00:00,2025-04-20 12:00:00,8.71,87.0,4.49,few clouds,0.0,0.0
-1029224351861462659-2504200740,ICE 2570,Berlin Hbf,Berlin Ostbahnhof,2025-04-20 12:36:00,6,12,-1,2025-04-20 12:00:00,2025-04-20 12:00:00,8.71,87.0,4.49,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-21 07:40:00,0,7,1,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-21 07:40:00,0,7,1,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-21 07:40:00,0,7,1,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-21 07:40:00,0,7,0,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-21 07:40:00,0,7,1,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-21 07:40:00,0,7,-3,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-21 07:40:00,0,7,-3,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Frankfurt(Main)Hbf,Berlin Ostbahnhof,2025-04-21 07:40:00,0,7,1,2025-04-21 07:00:00,2025-04-21 07:00:00,5.38,95.0,1.03,clear sky,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-21 09:49:00,0,9,1,2025-04-21 09:00:00,2025-04-21 09:00:00,10.72,93.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-21 09:49:00,0,9,1,2025-04-21 09:00:00,2025-04-21 09:00:00,10.72,93.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-21 09:49:00,0,9,0,2025-04-21 09:00:00,2025-04-21 09:00:00,10.72,93.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-21 09:49:00,0,9,1,2025-04-21 09:00:00,2025-04-21 09:00:00,10.72,93.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-21 09:49:00,0,9,-3,2025-04-21 09:00:00,2025-04-21 09:00:00,10.72,93.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-21 09:49:00,0,9,-3,2025-04-21 09:00:00,2025-04-21 09:00:00,10.72,93.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Ostbahnhof,2025-04-21 09:49:00,0,9,1,2025-04-21 09:00:00,2025-04-21 09:00:00,10.72,93.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-21 10:09:00,0,10,1,2025-04-21 10:00:00,2025-04-21 10:00:00,12.48,82.0,2.54,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-21 10:09:00,0,10,0,2025-04-21 10:00:00,2025-04-21 10:00:00,12.48,82.0,2.54,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-21 10:09:00,0,10,1,2025-04-21 10:00:00,2025-04-21 10:00:00,12.48,82.0,2.54,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-21 10:09:00,0,10,-3,2025-04-21 10:00:00,2025-04-21 10:00:00,12.48,82.0,2.54,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Göttingen,Berlin Hbf,2025-04-21 10:09:00,0,10,-3,2025-04-21 10:00:00,2025-04-21 10:00:00,12.48,82.0,2.54,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Göttingen,Berlin Ostbahnhof,2025-04-21 10:09:00,0,10,1,2025-04-21 10:00:00,2025-04-21 10:00:00,12.48,82.0,2.54,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-21 10:37:00,0,10,0,2025-04-21 10:00:00,2025-04-21 10:00:00,15.26,100.0,3.87,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-21 10:37:00,0,10,1,2025-04-21 10:00:00,2025-04-21 10:00:00,15.26,100.0,3.87,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-21 10:37:00,0,10,-3,2025-04-21 10:00:00,2025-04-21 10:00:00,15.26,100.0,3.87,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-21 10:37:00,0,10,-3,2025-04-21 10:00:00,2025-04-21 10:00:00,15.26,100.0,3.87,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Hildesheim Hbf,Berlin Ostbahnhof,2025-04-21 10:37:00,0,10,1,2025-04-21 10:00:00,2025-04-21 10:00:00,15.26,100.0,3.87,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-21 11:03:00,0,11,1,2025-04-21 11:00:00,2025-04-21 11:00:00,15.2,68.0,4.63,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-21 11:03:00,0,11,-3,2025-04-21 11:00:00,2025-04-21 11:00:00,15.2,68.0,4.63,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-21 11:03:00,0,11,-3,2025-04-21 11:00:00,2025-04-21 11:00:00,15.2,68.0,4.63,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Braunschweig Hbf,Berlin Ostbahnhof,2025-04-21 11:03:00,0,11,1,2025-04-21 11:00:00,2025-04-21 11:00:00,15.2,68.0,4.63,few clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-21 11:20:00,0,11,-3,2025-04-21 11:00:00,2025-04-21 11:00:00,14.75,77.0,3.9,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-21 11:20:00,0,11,-3,2025-04-21 11:00:00,2025-04-21 11:00:00,14.75,77.0,3.9,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Wolfsburg Hbf,Berlin Ostbahnhof,2025-04-21 11:20:00,0,11,1,2025-04-21 11:00:00,2025-04-21 11:00:00,14.75,77.0,3.9,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-21 12:18:00,0,12,-3,2025-04-21 12:00:00,2025-04-21 12:00:00,13.15,82.0,1.68,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Berlin-Spandau,Berlin Ostbahnhof,2025-04-21 12:18:00,0,12,1,2025-04-21 12:00:00,2025-04-21 12:00:00,13.15,82.0,1.68,overcast clouds,0.0,0.0
-1029224351861462659-2504210740,ICE 2570,Berlin Hbf,Berlin Ostbahnhof,2025-04-21 12:36:00,0,12,1,2025-04-21 12:00:00,2025-04-21 12:00:00,13.15,82.0,1.68,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-22 07:40:00,1,7,0,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-22 07:40:00,1,7,13,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-22 07:40:00,1,7,12,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-22 07:40:00,1,7,13,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-22 07:40:00,1,7,14,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-22 07:40:00,1,7,5,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-22 07:40:00,1,7,10,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-22 07:40:00,1,7,12,2025-04-22 07:00:00,2025-04-22 07:00:00,9.87,92.0,1.54,clear sky,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-22 09:49:00,1,9,13,2025-04-22 09:00:00,2025-04-22 09:00:00,11.72,87.0,1.54,scattered clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-22 09:49:00,1,9,12,2025-04-22 09:00:00,2025-04-22 09:00:00,11.72,87.0,1.54,scattered clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-22 09:49:00,1,9,13,2025-04-22 09:00:00,2025-04-22 09:00:00,11.72,87.0,1.54,scattered clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-22 09:49:00,1,9,14,2025-04-22 09:00:00,2025-04-22 09:00:00,11.72,87.0,1.54,scattered clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-22 09:49:00,1,9,5,2025-04-22 09:00:00,2025-04-22 09:00:00,11.72,87.0,1.54,scattered clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-22 09:49:00,1,9,10,2025-04-22 09:00:00,2025-04-22 09:00:00,11.72,87.0,1.54,scattered clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-22 09:49:00,1,9,12,2025-04-22 09:00:00,2025-04-22 09:00:00,11.72,87.0,1.54,scattered clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-22 10:09:00,1,10,12,2025-04-22 10:00:00,2025-04-22 10:00:00,12.02,85.0,2.62,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-22 10:09:00,1,10,13,2025-04-22 10:00:00,2025-04-22 10:00:00,12.02,85.0,2.62,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-22 10:09:00,1,10,14,2025-04-22 10:00:00,2025-04-22 10:00:00,12.02,85.0,2.62,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-22 10:09:00,1,10,5,2025-04-22 10:00:00,2025-04-22 10:00:00,12.02,85.0,2.62,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Göttingen,Berlin Hbf,2025-04-22 10:09:00,1,10,10,2025-04-22 10:00:00,2025-04-22 10:00:00,12.02,85.0,2.62,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-22 10:09:00,1,10,12,2025-04-22 10:00:00,2025-04-22 10:00:00,12.02,85.0,2.62,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-22 10:37:00,1,10,13,2025-04-22 10:00:00,2025-04-22 10:00:00,13.83,77.0,0.89,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-22 10:37:00,1,10,14,2025-04-22 10:00:00,2025-04-22 10:00:00,13.83,77.0,0.89,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-22 10:37:00,1,10,5,2025-04-22 10:00:00,2025-04-22 10:00:00,13.83,77.0,0.89,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-22 10:37:00,1,10,10,2025-04-22 10:00:00,2025-04-22 10:00:00,13.83,77.0,0.89,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-22 10:37:00,1,10,12,2025-04-22 10:00:00,2025-04-22 10:00:00,13.83,77.0,0.89,overcast clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-22 11:03:00,1,11,14,2025-04-22 11:00:00,2025-04-22 11:00:00,12.21,89.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-22 11:03:00,1,11,5,2025-04-22 11:00:00,2025-04-22 11:00:00,12.21,89.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-22 11:03:00,1,11,10,2025-04-22 11:00:00,2025-04-22 11:00:00,12.21,89.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Braunschweig Hbf,Berlin Südkreuz,2025-04-22 11:03:00,1,11,12,2025-04-22 11:00:00,2025-04-22 11:00:00,12.21,89.0,2.06,few clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Wolfsburg Hbf,Berlin-Spandau,2025-04-22 11:20:00,1,11,5,2025-04-22 11:00:00,2025-04-22 11:00:00,12.59,92.0,3.42,light rain,0.27,0.0
-1029224351861462659-2504220740,ICE 2570,Wolfsburg Hbf,Berlin Hbf,2025-04-22 11:20:00,1,11,10,2025-04-22 11:00:00,2025-04-22 11:00:00,12.59,92.0,3.42,light rain,0.27,0.0
-1029224351861462659-2504220740,ICE 2570,Wolfsburg Hbf,Berlin Südkreuz,2025-04-22 11:20:00,1,11,12,2025-04-22 11:00:00,2025-04-22 11:00:00,12.59,92.0,3.42,light rain,0.27,0.0
-1029224351861462659-2504220740,ICE 2570,Berlin-Spandau,Berlin Hbf,2025-04-22 12:24:00,1,12,10,2025-04-22 12:00:00,2025-04-22 12:00:00,15.93,75.0,4.76,broken clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Berlin-Spandau,Berlin Südkreuz,2025-04-22 12:24:00,1,12,12,2025-04-22 12:00:00,2025-04-22 12:00:00,15.93,75.0,4.76,broken clouds,0.0,0.0
-1029224351861462659-2504220740,ICE 2570,Berlin Hbf,Berlin Südkreuz,2025-04-22 12:37:00,1,12,12,2025-04-22 12:00:00,2025-04-22 12:00:00,15.93,75.0,4.76,broken clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Kassel-Wilhelmshöhe,2025-04-23 07:40:00,2,7,3,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Göttingen,2025-04-23 07:40:00,2,7,2,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Hildesheim Hbf,2025-04-23 07:40:00,2,7,4,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Braunschweig Hbf,2025-04-23 07:40:00,2,7,1,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Wolfsburg Hbf,2025-04-23 07:40:00,2,7,1,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Berlin-Spandau,2025-04-23 07:40:00,2,7,0,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Berlin Hbf,2025-04-23 07:40:00,2,7,1,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Frankfurt(Main)Hbf,Berlin Südkreuz,2025-04-23 07:40:00,2,7,-1,2025-04-23 07:00:00,2025-04-23 07:00:00,8.85,93.0,2.57,clear sky,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Göttingen,2025-04-23 09:49:00,2,9,2,2025-04-23 09:00:00,2025-04-23 09:00:00,10.72,100.0,2.06,fog,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Hildesheim Hbf,2025-04-23 09:49:00,2,9,4,2025-04-23 09:00:00,2025-04-23 09:00:00,10.72,100.0,2.06,fog,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Braunschweig Hbf,2025-04-23 09:49:00,2,9,1,2025-04-23 09:00:00,2025-04-23 09:00:00,10.72,100.0,2.06,fog,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Wolfsburg Hbf,2025-04-23 09:49:00,2,9,1,2025-04-23 09:00:00,2025-04-23 09:00:00,10.72,100.0,2.06,fog,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Berlin-Spandau,2025-04-23 09:49:00,2,9,0,2025-04-23 09:00:00,2025-04-23 09:00:00,10.72,100.0,2.06,fog,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Hbf,2025-04-23 09:49:00,2,9,1,2025-04-23 09:00:00,2025-04-23 09:00:00,10.72,100.0,2.06,fog,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Kassel-Wilhelmshöhe,Berlin Südkreuz,2025-04-23 09:49:00,2,9,-1,2025-04-23 09:00:00,2025-04-23 09:00:00,10.72,100.0,2.06,fog,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Göttingen,Hildesheim Hbf,2025-04-23 10:09:00,2,10,4,2025-04-23 10:00:00,2025-04-23 10:00:00,13.62,84.0,1.34,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Göttingen,Braunschweig Hbf,2025-04-23 10:09:00,2,10,1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.62,84.0,1.34,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Göttingen,Wolfsburg Hbf,2025-04-23 10:09:00,2,10,1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.62,84.0,1.34,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Göttingen,Berlin-Spandau,2025-04-23 10:09:00,2,10,0,2025-04-23 10:00:00,2025-04-23 10:00:00,13.62,84.0,1.34,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Göttingen,Berlin Hbf,2025-04-23 10:09:00,2,10,1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.62,84.0,1.34,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Göttingen,Berlin Südkreuz,2025-04-23 10:09:00,2,10,-1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.62,84.0,1.34,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Braunschweig Hbf,2025-04-23 10:37:00,2,10,1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.26,83.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Wolfsburg Hbf,2025-04-23 10:37:00,2,10,1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.26,83.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Berlin-Spandau,2025-04-23 10:37:00,2,10,0,2025-04-23 10:00:00,2025-04-23 10:00:00,13.26,83.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Berlin Hbf,2025-04-23 10:37:00,2,10,1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.26,83.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Hildesheim Hbf,Berlin Südkreuz,2025-04-23 10:37:00,2,10,-1,2025-04-23 10:00:00,2025-04-23 10:00:00,13.26,83.0,0.45,overcast clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Wolfsburg Hbf,2025-04-23 11:03:00,2,11,1,2025-04-23 11:00:00,2025-04-23 11:00:00,15.53,71.0,2.24,few clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Berlin-Spandau,2025-04-23 11:03:00,2,11,0,2025-04-23 11:00:00,2025-04-23 11:00:00,15.53,71.0,2.24,few clouds,0.0,0.0
-1029224351861462659-2504230740,ICE 2570,Braunschweig Hbf,Berlin Hbf,2025-04-23 11:03:00,2,11,1,2025-04-23 11:00:00,2025-04-23 11:00:00,15.53,71.0,2.24,few clouds,0.0,0.0
